"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"特征类::设置实例特征局部区间覆盖"	"特征类.cpp:2784"	"1"	"1"	"bool 特征类::设置实例特征局部区间覆盖(特征节点类* 实例特征, I64区间 区间)"	"设置对象字段、状态或运行参数。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"特征类::设置差异度函数"	"特征类.cpp:527"	"1"	"1"	"void 特征类::设置差异度函数(差异度函数 函数) noexcept"	"设置对象字段、状态或运行参数。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=特征;约束=noexcept"	"专用类/对应头文件：特征"	"待复核"
"特征类::读取三维体素特征值"	"特征类.cpp:2688"	"1"	"1"	"bool 特征类::读取三维体素特征值(const 特征节点类* 节点, VecU句柄& 输出值) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"特征类::读取三维体素长方体占据位"	"特征类.cpp:3111"	"1"	"1"	"bool 特征类::读取三维体素长方体占据位( const VecIU64& 占据位块, const std::uint32_t 宽度, const std::uint32_t 高度, const std::uint32_t 深度, const std::uint32_t x, const std::uint32_t y, const std::uint32"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"特征类::读取子特征值_按类型"	"特征类.cpp:2341"	"1"	"1"	"特征值 特征类::读取子特征值_按类型(const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"特征类::读取特征值"	"特征类.cpp:2710"	"1"	"1"	"特征值 特征类::读取特征值(const 特征节点类* 节点) const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束"	"专用类/对应头文件：特征"	"待复核"
"状态类::写入状态值"	"状态类.cpp:922"	"1"	"1"	"bool 状态类::写入状态值(状态节点类* 节点, const 特征值& 值, 时间戳 发生时间, 时间戳 收到时间)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::创建世界状态"	"状态类.cpp:450"	"1"	"1"	"状态节点类* 状态类::创建世界状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::创建内部状态"	"状态类.cpp:404"	"1"	"1"	"状态节点类* 状态类::创建内部状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::删除状态"	"状态类.cpp:513"	"1"	"1"	"bool 状态类::删除状态(状态节点类* 节点)"	"删除指定对象、状态或登记项。"	"类别=清理;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::可从活动状态链清理"	"状态类.cpp:626"	"1"	"1"	"bool 状态类::可从活动状态链清理(const 场景节点类* 场景, const 状态节点类* 节点) const"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::按活动状态限量清理"	"状态类.cpp:775"	"1"	"1"	"std::size_t 状态类::按活动状态限量清理( 场景节点类* 场景, std::size_t 活动状态上限, std::size_t 最大清理数量)"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::是否当前活动状态"	"状态类.cpp:573"	"1"	"1"	"bool 状态类::是否当前活动状态(const 场景节点类* 场景, const 状态节点类* 节点) const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::枚举全部状态"	"状态类.cpp:533"	"1"	"1"	"std::vector<状态节点类*> 状态类::枚举全部状态() const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::标记变化"	"状态类.cpp:935"	"1"	"1"	"bool 状态类::标记变化(状态节点类* 节点, bool 是否变化)"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::比较最近两次I64状态方向"	"状态类.cpp:870"	"1"	"1"	"结构_最近两次I64状态方向结果 状态类::比较最近两次I64状态方向( 场景节点类* 场景, 枚举_状态域 状态域, 基础信息节点类* 状态主体, 特征节点类* 状态特征) const"	"比较当前值、目标值或历史基准。"	"类别=比较;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::清理已处理状态索引"	"状态类.cpp:658"	"1"	"1"	"std::size_t 状态类::清理已处理状态索引( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, std::size_t 最大清理数量)"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::清理超过时间窗口的状态索引"	"状态类.cpp:717"	"1"	"1"	"std::size_t 状态类::清理超过时间窗口的状态索引( 场景节点类* 场景, 时间戳 最早保留时间, std::size_t 最大清理数量)"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::清除最近清理问题快照"	"状态类.cpp:863"	"1"	"1"	"void 状态类::清除最近清理问题快照() noexcept"	"清理缓存、临时状态或运行资源。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::状态写入后整理"	"状态类.cpp:840"	"1"	"1"	"std::size_t 状态类::状态写入后整理( 场景节点类* 场景, 状态节点类* 新状态, std::size_t 最大清理数量)"	"把处理结果写入指定对象、场景或日志。"	"类别=写入;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::状态有效检查"	"状态类.cpp:205"	"1"	"1"	"bool 状态类::状态有效检查(const 状态节点主信息类& 主信息) const noexcept"	"检查状态、条件、缺口或运行约束。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::生成状态"	"状态类.cpp:182"	"1"	"1"	"状态节点主信息类 状态类::生成状态( 基础信息节点类* 主体, 特征节点类* 特征, 特征值 状态值, 时间戳 发生时间, 时间戳 收到时间) const"	"根据当前输入生成目标数据、场景、动态或回执。"	"类别=生成;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::私有_取状态排序时间"	"状态类.cpp:959"	"1"	"1"	"时间戳 状态类::私有_取状态排序时间(const 状态节点主信息类& 主信息) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::私有_按时间追加状态索引"	"状态类.cpp:965"	"1"	"1"	"void 状态类::私有_按时间追加状态索引(场景节点主信息类* 场景主信息, 状态节点类* 节点) const"	"服务所在模块的内部辅助流程。"	"类别=写入;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::私有_推断状态域"	"状态类.cpp:946"	"1"	"1"	"枚举_状态域 状态类::私有_推断状态域(const 基础信息节点类* 主体) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::绑定主体特征"	"状态类.cpp:907"	"1"	"1"	"bool 状态类::绑定主体特征(状态节点类* 节点, 基础信息节点类* 主体, 特征节点类* 特征)"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::绑定基础信息"	"状态类.cpp:164"	"1"	"1"	"void 状态类::绑定基础信息(基础信息类* 基础信息) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::统计状态引用数量"	"状态类.cpp:603"	"1"	"1"	"std::uint64_t 状态类::统计状态引用数量(const 状态节点类* 节点) const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::获取场景状态"	"状态类.cpp:545"	"1"	"1"	"std::vector<状态节点类*> 状态类::获取场景状态(const 场景节点类* 场景) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::获取状态二次特征"	"状态类.cpp:220"	"1"	"1"	"I64 状态类::获取状态二次特征(const 状态节点主信息类& 状态一, const 状态节点主信息类& 状态二) const noexcept"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"状态类::记录世界状态到场景"	"状态类.cpp:473"	"1"	"1"	"bool 状态类::记录世界状态到场景( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::记录内部特征状态"	"状态类.cpp:496"	"1"	"1"	"状态节点类* 状态类::记录内部特征状态( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::记录内部状态到场景"	"状态类.cpp:427"	"1"	"1"	"bool 状态类::记录内部状态到场景( 场景节点类* 场景, 基础信息节点类* 主体, 特征节点类* 特征, const 特征值& 值, 枚举_存在状态事件 事件, bool 是否变化, 时间戳 now, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::记录状态到场景"	"状态类.cpp:395"	"1"	"1"	"bool 状态类::记录状态到场景( 场景节点类* 场景, const 状态创建参数& 参数, const 状态后处理回调& 后处理)"	"记录日志、动态、证据或运行痕迹。"	"类别=日志;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"状态类::读取最近清理问题快照"	"状态类.cpp:856"	"1"	"1"	"结构_状态清理问题快照 状态类::读取最近清理问题快照() const"	"从指定来源读取数据或状态。"	"类别=读取;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=全局通用候选;约束=无显式约束"	"原地保留/待复核"	"待复核"
"确保学习本能自举条件结果对"	"自我动作实现模块.ixx:4017"	"1"	"1"	"inline bool 确保学习本能自举条件结果对( 方法类::节点类* 方法首节点, 时间戳 now) noexcept"	"确保目标结构、状态或前置条件存在并可用。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认唤醒任务重筹办规格"	"自我动作实现模块.ixx:8186"	"1"	"1"	"inline bool 确认唤醒任务重筹办规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"推进任务筹办，形成候选、缺口或就绪回执。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认归并子结果到父任务筹办规格"	"自我动作实现模块.ixx:9011"	"1"	"1"	"inline bool 确认归并子结果到父任务筹办规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"推进任务筹办，形成候选、缺口或就绪回执。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认承接需求创建任务规格"	"自我动作实现模块.ixx:8233"	"1"	"1"	"inline bool 确认承接需求创建任务规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认挂起任务等待子需求规格"	"自我动作实现模块.ixx:8170"	"1"	"1"	"inline bool 确认挂起任务等待子需求规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"等待线程、任务、外设或条件变化。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认检查父任务是否可重筹办规格"	"自我动作实现模块.ixx:9026"	"1"	"1"	"inline bool 确认检查父任务是否可重筹办规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"检查状态、条件、缺口或运行约束。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认派生需求入树规格"	"自我动作实现模块.ixx:8201"	"1"	"1"	"inline bool 确认派生需求入树规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"确认候选事实、存在、状态或运行结果。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"确认登记任务发起意图规格"	"自我动作实现模块.ixx:8218"	"1"	"1"	"inline bool 确认登记任务发起意图规格( 方法类::节点类* 方法首节点, 存在节点类* 方法存在, 时间戳 now) noexcept"	"登记方法、模板、对象或运行入口。"	"类别=校验;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept+inline"	"专用类/对应头文件：自我"	"待复核"
"私有_从任务执行运行存在构造回执"	"任务模块.管理工作线程.ixx:549"	"1"	"1"	"任务模块::筹办::结构_任务推进回执 私有_从任务执行运行存在构造回执( 任务节点* 任务, 存在节点类* 运行存在, 方法类::节点类* 输入当前方法) noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_从任务执行运行存在构造结果"	"任务模块.管理工作线程.ixx:630"	"1"	"1"	"结构_执行任务结果 私有_从任务执行运行存在构造结果( 任务节点* 任务, 存在节点类* 运行存在, 场景节点类* 输出结果场景, 场景节点类* 输入条件场景, 方法类::节点类* 输入当前方法) noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_从任务推进回执推导任务阶段"	"任务模块.管理工作线程.ixx:930"	"1"	"1"	"枚举_任务阶段 私有_从任务推进回执推导任务阶段( const 任务模块::筹办::结构_任务推进回执& 回执, const 枚举_任务状态 状态) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_从任务筹办运行存在构造结果"	"任务模块.管理工作线程.ixx:485"	"1"	"1"	"任务模块::筹办::结构_任务筹办结果 私有_从任务筹办运行存在构造结果( 任务节点* 任务, 存在节点类* 运行存在, 场景节点类* 输出结果场景) noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_任务独立树根_任务管理新链"	"自我线程模块.impl.cpp:5212"	"1"	"1"	"任务节点* 私有_任务独立树根_任务管理新链(任务节点* 节点) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_切换线程状态并上报_"	"自我线程模块.impl.cpp:14510"	"1"	"1"	"bool 私有_切换线程状态并上报_( const 结构_线程状态切换上报参数& 参数) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_创建当前场景特征值逻辑组织子需求_线程侧"	"自我线程模块.impl.cpp:10525"	"1"	"1"	"需求节点* 私有_创建当前场景特征值逻辑组织子需求_线程侧( 自我类& 自我对象, 需求节点* 父需求, 存在节点类* 目标宿主, const 需求类::枚举_需求获取途径 获取途径, const bool 激活路径, const std::string& 来源因果主键, const 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_制方法节点引用_线程侧"	"自我线程模块.impl.cpp:2489"	"1"	"1"	"可解析引用<方法节点类> 私有_制方法节点引用_线程侧(方法类::节点类* 节点) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_刷新需求列表并确保需求相关任务_任务管理提交链"	"自我线程模块.impl.cpp:9045"	"1"	"1"	"void 私有_刷新需求列表并确保需求相关任务_任务管理提交链( 自我类& 自我对象, std::vector<自我线程类::结构_需求列表项>* 服务优先需求列表, std::vector<自我线程类::结构_需求列表项>* 安全优先需求列表, 时间戳 now)"	"提交事实、动态、任务状态或运行回执。"	"类别=提交;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"私有_填充方法可用确认执行结果_执行桥_最小_v0"	"任务模块.执行.ixx:949"	"1"	"1"	"inline 特征节点类* 私有_填充方法可用确认执行结果_执行桥_最小_v0( 方法类::节点类* 方法, 场景节点类*& 结果场景, 时间戳 now) noexcept"	"执行任务、方法或动作的主体逻辑。"	"类别=校验;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=任务;约束=noexcept+inline"	"专用类/对应头文件：任务"	"待复核"
"私有_执行输出含缺失参数诊断_工作线程"	"任务模块.管理工作线程.ixx:1605"	"1"	"1"	"bool 私有_执行输出含缺失参数诊断_工作线程( const 结构_执行任务结果& 执行结果) noexcept"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_执行输出派生目标等于来源需求目标"	"任务模块.管理工作线程.ixx:2165"	"1"	"1"	"bool 私有_执行输出派生目标等于来源需求目标( const 任务节点* 任务, const 需求节点* 需求, const 结构_执行任务结果& 执行结果) noexcept"	"执行任务、方法或动作的主体逻辑。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=任务;约束=noexcept"	"专用类/对应头文件：任务"	"待复核"
"私有_按需求创建任务头_任务管理提交链"	"自我线程模块.impl.cpp:9033"	"1"	"1"	"任务节点* 私有_按需求创建任务头_任务管理提交链( 自我类& 自我对象, 需求节点* 需求节点, 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_按需求创建任务头_任务管理新链"	"自我线程模块.impl.cpp:8289"	"1"	"1"	"任务节点* 私有_按需求创建任务头_任务管理新链( 自我类& 自我对象, 需求节点* 需求节点, 时间戳 now) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_方法引用指向节点_线程侧"	"自我线程模块.impl.cpp:2498"	"1"	"1"	"bool 私有_方法引用指向节点_线程侧( const 可解析引用<方法节点类>& 引用, const 方法类::节点类* 节点) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_枚举主果命中因果信息_线程侧"	"自我线程模块.impl.cpp:6351"	"1"	"1"	"std::vector<因果节点类*> 私有_枚举主果命中因果信息_线程侧( const 二次特征节点类* 目标比较) noexcept"	"服务所在模块的内部辅助流程。"	"类别=比较;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_查找直接子需求_按目标特征_线程侧"	"自我线程模块.impl.cpp:10464"	"1"	"1"	"需求节点* 私有_查找直接子需求_按目标特征_线程侧( 需求节点* 父需求, const char* 特征名) noexcept"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_根特征抽象目标值或当前值_线程侧"	"自我线程模块.impl.cpp:626"	"1"	"1"	"I64 私有_根特征抽象目标值或当前值_线程侧( const 枚举_自我根特征类型_线程侧 根特征类型, const I64 当前值) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_消费任务调度队列_按请求"	"任务模块.管理界面线程.impl.cpp:6623"	"1"	"1"	"void 私有_消费任务调度队列_按请求( 自我类& 自我对象, 任务管理线程协议::结构_任务治理请求& 请求, 任务管理线程协议::结构_任务界面承接结果& 承接, 存在节点类* 任务存在, 时间戳 now, std::size_t 本轮最大消费数, std::uint64_t& 派发工作项数, std::uint64_t& 收到工作结果数) noexc"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=任务;约束=无显式约束"	"专用类/对应头文件：任务"	"待复核"
"私有_特征_方法运行次数_自检"	"自检线程模块.impl.cpp:93"	"1"	"1"	"const 语素入口节点类* 私有_特征_方法运行次数_自检() noexcept"	"执行对应模块、线程或方法的运行逻辑。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
"私有_状态需求条件兼容_线程侧"	"自我线程模块.impl.cpp:2778"	"1"	"1"	"bool 私有_状态需求条件兼容_线程侧( const 可解析引用<状态节点类>& 已有引用, const 状态节点类* 派生状态) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_直接子需求存在目标特征_线程侧"	"自我线程模块.impl.cpp:10441"	"1"	"1"	"bool 私有_直接子需求存在目标特征_线程侧( const 需求节点* 父需求, const char* 特征名) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_确保安全风险树I64比较_线程侧"	"自我线程模块.impl.cpp:6390"	"1"	"1"	"二次特征节点类* 私有_确保安全风险树I64比较_线程侧( 自我类& 自我对象, 基础信息节点类* 主体, const char* 特征名, I64 当前值, I64 目标值, 时间戳 now) noexcept"	"确保目标结构、状态或前置条件存在并可用。"	"类别=比较;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_确保当前场景特征值路径宿主_线程侧"	"自我线程模块.impl.cpp:10487"	"1"	"1"	"存在节点类* 私有_确保当前场景特征值路径宿主_线程侧( 自我类& 自我对象, const 需求节点* 来源需求, const char* 路径名, const bool 是OR组宿主) noexcept"	"确保目标结构、状态或前置条件存在并可用。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_落线程状态变化到自我内部世界"	"自我线程模块.impl.cpp:13242"	"1"	"1"	"bool 私有_落线程状态变化到自我内部世界( const 自我线程消息协议::结构_治理消息& 消息) noexcept"	"服务所在模块的内部辅助流程。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept"	"专用类/对应头文件：自我"	"待复核"
"私有_追加安全风险树缺口消息_线程侧"	"自我线程模块.impl.cpp:6936"	"1"	"1"	"void 私有_追加安全风险树缺口消息_线程侧( 结构_安全因果风险树线程维护结果& 结果, const 任务节点* 任务头, const 需求节点* 来源需求, 因果节点类* 来源因果, 基础信息节点类* 目标主体, const 语素入口节点类* 目标特征, 状态节点类* 当前状态, 状态节点类* 目标状态,"	"服务所在模块的内部辅助流程。"	"类别=写入;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=无显式约束"	"专用类/对应头文件：自我"	"待复核"
"绑定环境"	"动作线程类.ixx:146"	"1"	"1"	"void 绑定环境(世界树类* 世界树, 三维场景管理类* 场景管理) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=全局通用候选;约束=noexcept"	"原地保留/待复核"	"待复核"
