live	函数名	未限定名	定义位置	call_like_count	all_occurrences	原始签名	功能签名	前几个命中
present	世界树类::创建叶子抽象特征	创建叶子抽象特征	世界树类.cpp:1339	5	5	抽象特征节点类* 世界树类::创建叶子抽象特征( 基础信息节点类* 父抽象特征, const 语素入口节点类* 名称, const 语素入口节点类* 类型, 特征值域 值域)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:1682:征根(), 主信息); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 世界树类::创建叶子抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型,     特征值域 值域)  | 世界树类.cpp:1688:onst 语素入口节点类* 类型,     特征值域 值域) {     return 特征服务_.创建叶子抽象特征(         父抽象特征 ? 父抽象特征 : 取或创建抽象特征根(),         名称,         类型,         std::move( | 世界树类.h:128:抽象特征(基础信息节点类* 父抽象特征, 抽象特征主信息类* 主信息);     抽象特征节点类* 创建叶子抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型,   | 特征类.cpp:651:抽象特征, 主信息)); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 特征类::创建叶子抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型,     特征值域 值域)  | 特征类.h:240:抽象特征(基础信息节点类* 父抽象特征, 抽象特征主信息类* 主信息);     抽象特征节点类* 创建叶子抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型,
present	世界树类::创建复合抽象特征	创建复合抽象特征	世界树类.cpp:1353	5	5	抽象特征节点类* 世界树类::创建复合抽象特征( 基础信息节点类* 父抽象特征, const 语素入口节点类* 名称, const 语素入口节点类* 类型)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:1696::move(值域)); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 世界树类::创建复合抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型) {     return  | 世界树类.cpp:1701:点类* 名称,     const 语素入口节点类* 类型) {     return 特征服务_.创建复合抽象特征(         父抽象特征 ? 父抽象特征 : 取或创建抽象特征根(),         名称,         类型); }  // 功能：按类型查找抽象特 | 世界树类.h:133:const 语素入口节点类* 类型,         特征值域 值域);     抽象特征节点类* 创建复合抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型);  | 特征类.cpp:679:父抽象特征, 主信息); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 特征类::创建复合抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型) {     if (!名称 | 特征类.h:245:const 语素入口节点类* 类型,         特征值域 值域);     抽象特征节点类* 创建复合抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型);
present	世界树类::求值组合抽象特征	求值组合抽象特征	世界树类.cpp:1407	5	5	bool 世界树类::求值组合抽象特征( 基础信息节点类* 宿主, 抽象特征节点类* 组合抽象特征, 时间戳 now)	类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:1764:格当前稳态为抽象区间(实例特征); }  // 功能：按函数名执行对应处理。 bool 世界树类::求值组合抽象特征(     基础信息节点类* 宿主,     抽象特征节点类* 组合抽象特征,     时间戳 now) {     return 特征服务_.求值组合抽象特征( | 世界树类.cpp:1769: 抽象特征节点类* 组合抽象特征,     时间戳 now) {     return 特征服务_.求值组合抽象特征(宿主, 组合抽象特征, now); }  // 功能：创建并返回或登记对应对象。 特征节点类* 世界树类::创建特征(基础信息节点类* 宿主, 特征节点主信息类 | 世界树类.h:151:;     抽象特征节点类* 升格实例稳态为抽象区间(特征节点类* 实例特征);     bool 求值组合抽象特征(         基础信息节点类* 宿主,         抽象特征节点类* 组合抽象特征,         时间戳 now = 结构体_时间戳::当前_微秒( | 特征类.cpp:3017:;     return true; }  // 功能：按函数名执行对应处理。 bool 特征类::求值组合抽象特征(     基础信息节点类* 宿主,     抽象特征节点类* 组合抽象特征,     时间戳 now) {     (void)宿主;     (void)组合 | 特征类.h:317:抽象特征节点类* 目标抽象特征, const 抽象特征节点类* 来源抽象特征);     bool 求值组合抽象特征(         基础信息节点类* 宿主,         抽象特征节点类* 组合抽象特征,         时间戳 now = 结构体_时间戳::当前_微秒(
present	世界树类::创建存在实例	创建存在实例	世界树类.cpp:1505	5	5	存在节点类* 世界树类::创建存在实例( const 语素入口节点类* 名称, const std::vector<存在节点类*>& 概念集, 场景节点类* 所属场景)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:2037:   return 概念; }  // 功能：创建并返回或登记对应对象。 存在节点类* 世界树类::创建存在实例(     const 语素入口节点类* 名称,     const std::vector<存在节点类*>& 概念集,     场景节点类* 所属场景) {   | 世界树类.cpp:2043:现实世界 ? 现实世界 : 取或创建自我现实场景());     auto* 实例 = 存在服务_.创建存在实例(父节点, 名称, 概念集);     根据概念扩充实例记忆(实例, 概念集);     return 实例; }  // 功能：按函数名执行对应处理。 bool | 世界树类.h:221:称,         存在节点类* 父概念 = nullptr     );     存在节点类* 创建存在实例(         const 语素入口节点类* 名称,         const std::vector<存在节点类*>& 概念集,         场景节点 | 存在类.cpp:564: 名称, nullptr); }  // 功能：创建并返回或登记对应对象。 存在节点类* 存在类::创建存在实例(     基础信息节点类* 父节点,     const 语素入口节点类* 名称,     const std::vector<存在节点类*>& 输入概念集)  | 存在类.h:78:念父节点,         const 语素入口节点类* 名称     );     存在节点类* 创建存在实例(         基础信息节点类* 父节点,         const 语素入口节点类* 名称,         const std::vector<存在节点
present	世界树类::查找实例_按概念	查找实例_按概念	世界树类.cpp:1538	5	5	std::vector<存在节点类*> 世界树类::查找实例_按概念( const 存在节点类* 概念, const 基础信息节点类* 范围根) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:2116: // 功能：按条件查找目标对象、方法或事实。 std::vector<存在节点类*> 世界树类::查找实例_按概念(     const 存在节点类* 概念,     const 基础信息节点类* 范围根) const {     return 存在服务_.查找实例_按概念( | 世界树类.cpp:2120:     const 基础信息节点类* 范围根) const {     return 存在服务_.查找实例_按概念(概念, 范围根); }  // 功能：创建并返回或登记对应对象。 场景节点类* 世界树类::创建场景(基础信息节点类* 父节点, 场景节点主信息类* 主信息)  | 世界树类.h:238:r<存在节点类*> 枚举全部存在() const;     std::vector<存在节点类*> 查找实例_按概念(         const 存在节点类* 概念,         const 基础信息节点类* 范围根 = nullptr     ) const;      | 存在类.cpp:683:  // 功能：按条件查找目标对象、方法或事实。 std::vector<存在节点类*> 存在类::查找实例_按概念(     const 存在节点类* 概念,     const 基础信息节点类* 范围根) const {     std::vector<存在节点类*> ou | 存在类.h:91:在节点类* 概念) const noexcept;     std::vector<存在节点类*> 查找实例_按概念(         const 存在节点类* 概念,         const 基础信息节点类* 范围根 = nullptr     ) const;
present	世界树类::取或创建自我存在	取或创建自我存在	世界树类.cpp:1916	5	5	存在节点类* 世界树类::取或创建自我存在()	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:3230:eturn 自我所在场景; }  // 功能：创建并返回或登记对应对象。 存在节点类* 世界树类::取或创建自我存在() {     auto* 当前场景 = 自我所在场景 ? 自我所在场景 : 取或创建自我现实场景();     const auto* 名称词 = 语素集.添 | 世界树类.h:617:举_世界类型 世界类型);     场景节点类* 取或创建自我现实场景();     存在节点类* 取或创建自我存在();     场景节点类* 取存在内部世界(const 存在节点类* 宿主存在) const noexcept;     场景节点类* 取或创建存在内部世界(存 | 任务模块.执行.ixx:127:         : 世界树.取或创建自我现实场景();     auto* 自我存在 = 世界树.取或创建自我存在();     if (!自我场景 || !自我存在) {         return nullptr;     }      auto* 动作特征 = 世界树 | 任务类.cpp:713:        }         }          if (auto* 自我存在 = 世界树.取或创建自我存在()) {             if (auto* 自我内部世界 = 世界树.取或创建存在内部世界(自我存在)) {                 retu | 自我类.cpp:1931:。 存在节点类* 自我类::确保自我存在_() noexcept {     return 世界树.取或创建自我存在(); }  // 功能：确保目标结构、状态或前置条件存在并可用。 特征节点类* 自我类::确保自我特征_(const 语素入口节点类* 特征类型) noexce
present	世界树类::写入存在场景绝对坐标_由参考存在相对坐标	写入存在场景绝对坐标_由参考存在相对坐标	世界树类.cpp:2064	5	5	bool 世界树类::写入存在场景绝对坐标_由参考存在相对坐标( 存在节点类* 目标存在, const 存在节点类* 参考存在, const Vector3D& 相对坐标_mm, 时间戳 now, I64 置信度)	类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=世界;约束=无显式约束	世界树类.cpp:3310:出绝对坐标_mm); }  // 功能：把处理结果写入指定对象、场景或日志。 bool 世界树类::写入存在场景绝对坐标_由参考存在相对坐标(     存在节点类* 目标存在,     const 存在节点类* 参考存在,     const Vector3D& 相对坐标_mm,     时间戳 no | 世界树类.cpp:3317:坐标_mm,     时间戳 now,     I64 置信度) {     if (!存在服务_.写入存在场景绝对坐标_由参考存在相对坐标(         目标存在,         参考存在,         相对坐标_mm,         now,         置信度)) {       | 世界树类.h:630:_mm,         Vector3D& 输出绝对坐标_mm) const;     bool 写入存在场景绝对坐标_由参考存在相对坐标(         存在节点类* 目标存在,         const 存在节点类* 参考存在,         const Vector3D& 相对坐标_mm | 存在类.cpp:827:功; }  // 功能：按参考存在相对坐标写入目标存在场景绝对坐标和坐标来源。 bool 存在类::写入存在场景绝对坐标_由参考存在相对坐标(     存在节点类* 目标存在,     const 存在节点类* 参考存在,     const Vector3D& 相对坐标_mm,     时间戳 no | 存在类.h:112:标_mm,         时间戳 now,         I64 置信度);     bool 写入存在场景绝对坐标_由参考存在相对坐标(         存在节点类* 目标存在,         const 存在节点类* 参考存在,         const Vector3D& 相对坐标_mm
present	基础信息类::私有_主信息引用语素入口节点	私有_主信息引用语素入口节点	基础信息类.cpp:295	5	5	bool 基础信息类::私有_主信息引用语素入口节点(const 基础信息基类* 主信息, const 语素入口节点类* 入口节点) noexcept	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=noexcept	基础信息类.cpp:133:   if (!基础信息节点匹配类型(节点, 类型)) continue;         if (私有_主信息引用语素入口节点(节点->主信息, 入口节点)) {             return 节点;         }     }     return nullptr; }   | 基础信息类.cpp:242:   if (!私有_节点在范围内(范围根, 节点)) continue;         if (私有_主信息引用语素入口节点(节点->主信息, 入口节点)) {             out.push_back(节点);         }     }     return out; | 基础信息类.cpp:266: const 语素入口节点类* 入口节点) noexcept {     return 节点 && 私有_主信息引用语素入口节点(节点->主信息, 入口节点); }  // 功能：创建并返回或登记对应对象。 基础信息基类* 基础信息类::私有_创建语素入口模板主信息(const 语素入口节 | 基础信息类.cpp:316:ullptr;     } }  // 功能：服务所在模块的内部辅助流程。 bool 基础信息类::私有_主信息引用语素入口节点(const 基础信息基类* 主信息, const 语素入口节点类* 入口节点) noexcept {     if (!主信息 || !入口节点) return | 基础信息类.h:84:onst 语素入口节点类* 入口节点, 枚举_主信息类型 类型);     static bool 私有_主信息引用语素入口节点(const 基础信息基类* 主信息, const 语素入口节点类* 入口节点) noexcept;     static bool 私有_节点在范围内(cons
present	基础信息类::枚举全部节点	枚举全部节点	基础信息类.cpp:82	5	5	std::vector<基础信息类::节点类*> 基础信息类::枚举全部节点() const	类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束	世界树类.cpp:1272:::size_t 世界树类::统计全部节点() const {     return 基础信息链_.枚举全部节点().size(); }  // 功能：判断基础信息节点指针是否属于当前世界树。 bool 世界树类::基础节点属于当前世界树(const 基础信息节点类* 节点 | 世界树类.cpp:1280:()) return true;     for (const auto* 当前 : 基础信息链_.枚举全部节点()) {         if (当前 == 节点) {             return true;         }     }     return | 基础信息类.cpp:110:// 功能：按函数名执行对应处理。 std::vector<基础信息类::节点类*> 基础信息类::枚举全部节点() const {     std::vector<节点类*> out;     auto lk = 获取读锁();     if (!根指针) return  | 基础信息类.h:30:主信息(节点类* 节点, 基础信息基类* 主信息);      std::vector<节点类*> 枚举全部节点() const;     std::string 获取名称(const 节点类* 节点) const;     存在节点类* 取或创建存在概念根();      | 特征类.cpp:2545:& 基础信息_) {                 for (auto* 节点 : 基础信息_->枚举全部节点()) {                     if (节点 && 节点->获取主键() == 抽象引用.主键) {
present	存在类::创建存在实例	创建存在实例	存在类.cpp:331	5	5	存在节点类* 存在类::创建存在实例( 基础信息节点类* 父节点, const 语素入口节点类* 名称, const std::vector<存在节点类*>& 输入概念集)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=存在;约束=无显式约束	世界树类.cpp:2037:   return 概念; }  // 功能：创建并返回或登记对应对象。 存在节点类* 世界树类::创建存在实例(     const 语素入口节点类* 名称,     const std::vector<存在节点类*>& 概念集,     场景节点类* 所属场景) {   | 世界树类.cpp:2043:现实世界 ? 现实世界 : 取或创建自我现实场景());     auto* 实例 = 存在服务_.创建存在实例(父节点, 名称, 概念集);     根据概念扩充实例记忆(实例, 概念集);     return 实例; }  // 功能：按函数名执行对应处理。 bool | 世界树类.h:221:称,         存在节点类* 父概念 = nullptr     );     存在节点类* 创建存在实例(         const 语素入口节点类* 名称,         const std::vector<存在节点类*>& 概念集,         场景节点 | 存在类.cpp:564: 名称, nullptr); }  // 功能：创建并返回或登记对应对象。 存在节点类* 存在类::创建存在实例(     基础信息节点类* 父节点,     const 语素入口节点类* 名称,     const std::vector<存在节点类*>& 输入概念集)  | 存在类.h:78:念父节点,         const 语素入口节点类* 名称     );     存在节点类* 创建存在实例(         基础信息节点类* 父节点,         const 语素入口节点类* 名称,         const std::vector<存在节点
present	存在类::查找实例_按概念	查找实例_按概念	存在类.cpp:453	5	5	std::vector<存在节点类*> 存在类::查找实例_按概念( const 存在节点类* 概念, const 基础信息节点类* 范围根) const	类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=存在;约束=无显式约束	世界树类.cpp:2116: // 功能：按条件查找目标对象、方法或事实。 std::vector<存在节点类*> 世界树类::查找实例_按概念(     const 存在节点类* 概念,     const 基础信息节点类* 范围根) const {     return 存在服务_.查找实例_按概念( | 世界树类.cpp:2120:     const 基础信息节点类* 范围根) const {     return 存在服务_.查找实例_按概念(概念, 范围根); }  // 功能：创建并返回或登记对应对象。 场景节点类* 世界树类::创建场景(基础信息节点类* 父节点, 场景节点主信息类* 主信息)  | 世界树类.h:238:r<存在节点类*> 枚举全部存在() const;     std::vector<存在节点类*> 查找实例_按概念(         const 存在节点类* 概念,         const 基础信息节点类* 范围根 = nullptr     ) const;      | 存在类.cpp:683:  // 功能：按条件查找目标对象、方法或事实。 std::vector<存在节点类*> 存在类::查找实例_按概念(     const 存在节点类* 概念,     const 基础信息节点类* 范围根) const {     std::vector<存在节点类*> ou | 存在类.h:91:在节点类* 概念) const noexcept;     std::vector<存在节点类*> 查找实例_按概念(         const 存在节点类* 概念,         const 基础信息节点类* 范围根 = nullptr     ) const;
present	特征类::求值组合抽象特征	求值组合抽象特征	特征类.cpp:2870	5	5	bool 特征类::求值组合抽象特征( 基础信息节点类* 宿主, 抽象特征节点类* 组合抽象特征, 时间戳 now)	类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1764:格当前稳态为抽象区间(实例特征); }  // 功能：按函数名执行对应处理。 bool 世界树类::求值组合抽象特征(     基础信息节点类* 宿主,     抽象特征节点类* 组合抽象特征,     时间戳 now) {     return 特征服务_.求值组合抽象特征( | 世界树类.cpp:1769: 抽象特征节点类* 组合抽象特征,     时间戳 now) {     return 特征服务_.求值组合抽象特征(宿主, 组合抽象特征, now); }  // 功能：创建并返回或登记对应对象。 特征节点类* 世界树类::创建特征(基础信息节点类* 宿主, 特征节点主信息类 | 世界树类.h:151:;     抽象特征节点类* 升格实例稳态为抽象区间(特征节点类* 实例特征);     bool 求值组合抽象特征(         基础信息节点类* 宿主,         抽象特征节点类* 组合抽象特征,         时间戳 now = 结构体_时间戳::当前_微秒( | 特征类.cpp:3017:;     return true; }  // 功能：按函数名执行对应处理。 bool 特征类::求值组合抽象特征(     基础信息节点类* 宿主,     抽象特征节点类* 组合抽象特征,     时间戳 now) {     (void)宿主;     (void)组合 | 特征类.h:317:抽象特征节点类* 目标抽象特征, const 抽象特征节点类* 来源抽象特征);     bool 求值组合抽象特征(         基础信息节点类* 宿主,         抽象特征节点类* 组合抽象特征,         时间戳 now = 结构体_时间戳::当前_微秒(
present	特征类::创建叶子抽象特征	创建叶子抽象特征	特征类.cpp:579	5	5	抽象特征节点类* 特征类::创建叶子抽象特征( 基础信息节点类* 父抽象特征, const 语素入口节点类* 名称, const 语素入口节点类* 类型, 特征值域 值域)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1682:征根(), 主信息); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 世界树类::创建叶子抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型,     特征值域 值域)  | 世界树类.cpp:1688:onst 语素入口节点类* 类型,     特征值域 值域) {     return 特征服务_.创建叶子抽象特征(         父抽象特征 ? 父抽象特征 : 取或创建抽象特征根(),         名称,         类型,         std::move( | 世界树类.h:128:抽象特征(基础信息节点类* 父抽象特征, 抽象特征主信息类* 主信息);     抽象特征节点类* 创建叶子抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型,   | 特征类.cpp:651:抽象特征, 主信息)); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 特征类::创建叶子抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型,     特征值域 值域)  | 特征类.h:240:抽象特征(基础信息节点类* 父抽象特征, 抽象特征主信息类* 主信息);     抽象特征节点类* 创建叶子抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型,
present	特征类::创建复合抽象特征	创建复合抽象特征	特征类.cpp:607	5	5	抽象特征节点类* 特征类::创建复合抽象特征( 基础信息节点类* 父抽象特征, const 语素入口节点类* 名称, const 语素入口节点类* 类型)	类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=特征;约束=无显式约束	世界树类.cpp:1696::move(值域)); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 世界树类::创建复合抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型) {     return  | 世界树类.cpp:1701:点类* 名称,     const 语素入口节点类* 类型) {     return 特征服务_.创建复合抽象特征(         父抽象特征 ? 父抽象特征 : 取或创建抽象特征根(),         名称,         类型); }  // 功能：按类型查找抽象特 | 世界树类.h:133:const 语素入口节点类* 类型,         特征值域 值域);     抽象特征节点类* 创建复合抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型);  | 特征类.cpp:679:父抽象特征, 主信息); }  // 功能：创建并返回或登记对应对象。 抽象特征节点类* 特征类::创建复合抽象特征(     基础信息节点类* 父抽象特征,     const 语素入口节点类* 名称,     const 语素入口节点类* 类型) {     if (!名称 | 特征类.h:245:const 语素入口节点类* 类型,         特征值域 值域);     抽象特征节点类* 创建复合抽象特征(         基础信息节点类* 父抽象特征,         const 语素入口节点类* 名称,         const 语素入口节点类* 类型);
present	状态类::私有_取状态排序时间	私有_取状态排序时间	状态类.cpp:959	5	5	时间戳 状态类::私有_取状态排序时间(const 状态节点主信息类& 主信息) noexcept	类别=未分类;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=全局通用候选;约束=noexcept	状态类.cpp:266:   const auto* 主信息 = 取状态主信息(状态);     return 主信息 ? 私有_取状态排序时间(*主信息) : 0; }  // 功能：根据当前输入生成目标数据、场景、动态或回执。 状态节点主信息类 状态类::生成状态(     基础信息节点类* 主体,  | 状态类.cpp:570:右主信息 = 取状态主信息(右);         const auto 左时间 = 左主信息 ? 私有_取状态排序时间(*左主信息) : 0;         const auto 右时间 = 右主信息 ? 私有_取状态排序时间(*右主信息) : 0;         if (左 | 状态类.cpp:571:态排序时间(*左主信息) : 0;         const auto 右时间 = 右主信息 ? 私有_取状态排序时间(*右主信息) : 0;         if (左时间 != 右时间) return 左时间 < 右时间;         if (!左 || !右) retu | 状态类.cpp:862:    return true; }  // 功能：服务所在模块的内部辅助流程。 时间戳 状态类::私有_取状态排序时间(const 状态节点主信息类& 主信息) noexcept {     return 主信息.发生时间 != 0 ? 主信息.发生时间 : 主信息.收到时间;  | 状态类.h:164:化(状态节点类* 节点, bool 是否变化);  private:     static 时间戳 私有_取状态排序时间(const 状态节点主信息类& 主信息) noexcept;  private:     基础信息类* 基础信息_ = nullptr;     mutable
present	自我类::获取风险安全值	获取风险安全值	自我类.cpp:1000	5	5	I64 自我类::获取风险安全值() const noexcept	类别=读取;输入=有自定义类型;输出=整数/时间;副作用=无明显副作用;领域=自我;约束=noexcept	控制面板类.cpp:9337:);     快照.自我服务值 = 自我.获取服务值();     快照.自我风险安全值 = 自我.获取风险安全值();      auto& 自我线程 = 获取全局自我线程();     (void)启动控制面板摘要线程();     (void)请求刷新控制面板摘要(); | 自我类.cpp:960:  生命值上限_()); }  // 功能：读取并返回指定对象、状态或运行材料。 I64 自我类::获取风险安全值() const noexcept {     return 读取自我I64特征当前值_(         自我特征定义类::类型_自我_风险安全(),      | 自我类.cpp:1635:std::max<I64>)(1, delta);      const I64 旧风险安全值 = 获取风险安全值();     const I64 目标风险安全值 = 风险安全回归目标值_();     I64 新风险安全值 = 旧风险安全值;     bool 已变化 = | 自我类.ixx:133:except;     I64 获取物理安全值() const noexcept;     I64 获取风险安全值() const noexcept;     bool 设置物理安全值(         I64 值,         时间戳 now = 结构体_时间戳::当前 | 自我线程模块.消息批次执行器.ixx:244:我对象.根目标安全值();     if (自我对象.获取物理安全值() <= 0 || 自我对象.获取风险安全值() <= 0) {         return 枚举_任务管理根层重判结果::收束优先;     }     if (目标安全值 > 0 && 安全差额 >
present	自我类::是否已消亡	是否已消亡	自我类.cpp:1019	5	5	bool 自我类::是否已消亡() const noexcept	类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept	"自我类.cpp:979:更新"",         now); }  // 功能：按函数名执行对应处理。 bool 自我类::是否已消亡() const noexcept {     return 获取安全值() == 0; }  // 功能：按函数名执行对应处理。 bool 自我类::是否待机状 | 自我类.ixx:139: now = 结构体_时间戳::当前_微秒()     ) noexcept;      bool 是否已消亡() const noexcept;     bool 是否待机状态() const noexcept;      I64 根目标安全值() const noex | 自我线程模块.消息批次执行器.ixx:238:计算根层重判结果(const 自我类& 自我对象) noexcept {     if (自我对象.是否已消亡()) {         return 枚举_任务管理根层重判结果::停止退出边界;     }      const auto 安全差额 = 自我对象.安全根 | 自我线程模块.消息批次执行器.ixx:279:     const 枚举_任务管理执行前门控结果 执行前门控结果) {     if (自我对象.是否已消亡()         || 根层重判结果 == 枚举_任务管理根层重判结果::停止退出边界         || 执行前门控结果 == 枚举_任务管理执行前门控结 | 自我线程模块.消息批次执行器.ixx:361:| 执行前门控结果 == 枚举_任务管理执行前门控结果::禁止继续         || 自我对象.是否已消亡()) {         return 枚举_批次执行去向::停止;     }      if (根层重判结果 == 枚举_任务管理根层重判结果::收束优先 "
present	自我类::设置当前主任务	设置当前主任务	自我类.cpp:1337	5	5	bool 自我类::设置当前主任务(任务类::节点类* 节点, 时间戳 now) noexcept	类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=自我;约束=noexcept	自我类.cpp:1297:         now); }  // 功能：设置对象字段、状态或运行参数。 bool 自我类::设置当前主任务(任务类::节点类* 节点, 时间戳 now) noexcept {     return 私有_记录自我指针状态(         *this,         | 自我类.ixx:202:戳 now = 结构体_时间戳::当前_微秒()     ) noexcept;     bool 设置当前主任务(         任务类::节点类* 节点,         时间戳 now = 结构体_时间戳::当前_微秒()     ) noexcept;     bo | 自我线程模块.impl.cpp:14636: now);                 }                 (void)自我.设置当前主任务(                     当前主任务,                     now);             }         }    | 自我线程模块.impl.cpp:17184:   }     if (当前主任务 && 当前主需求有效) {         (void)自我.设置当前主任务(             当前主任务,             上下文->当前时间);         上下文->本轮主导任务候选指针 =            | 自我线程模块.impl.cpp:17190:当前主任务);     } else if (!当前主任务) {         (void)自我.设置当前主任务(             nullptr,             上下文->当前时间);     }     auto* 当前任务虚拟存在 = 当前主任务
present	自我类::确保自我指针特征已初始化_	确保自我指针特征已初始化_	自我类.cpp:2006	5	5	void 自我类::确保自我指针特征已初始化_( 存在节点类* 自我存在, const 语素入口节点类* 特征类型, std::uintptr_t 默认值) noexcept	类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=自我;约束=noexcept	自我类.cpp:1966:戳::当前_微秒()); }  // 功能：初始化相关对象、状态或运行上下文。 void 自我类::确保自我指针特征已初始化_(     存在节点类* 自我存在,     const 语素入口节点类* 特征类型,     std::uintptr_t 默认值) noexcept {    | 自我类.cpp:2009:64特征已初始化_(自我存在, 自我特征定义类::类型_自我_方法补齐状态(), 0);      确保自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主需求(), 0);     确保自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主任务() | 自我类.cpp:2010:自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主需求(), 0);     确保自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主任务(), 0);     确保自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主方法() | 自我类.cpp:2011:自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主任务(), 0);     确保自我指针特征已初始化_(自我存在, 自我特征定义类::类型_自我_当前主方法(), 0);      确保自我I64特征已初始化_(自我存在, 自我特征定义类::类型_自我_待机状态( | 自我类.ixx:304:* 特征类型,         I64 默认值     ) noexcept;      void 确保自我指针特征已初始化_(         存在节点类* 自我存在,         const 语素入口节点类* 特征类型,         std::uintptr_t 默认值
